Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maine,Nursing home/long term care facility,404,4827,274,41,,640,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maine,Other,10,1307,20,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maine,Place of death unknown,,12,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,Total - All Places of Death,10379,86388,8710,4164,154,15060,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,"Healthcare setting, inpatient",6071,22961,5744,3106,110,8804,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,"Healthcare setting, outpatient or emergency room",377,5802,257,62,,579,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,"Healthcare setting, dead on arrival",,102,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,Decedent's home,652,27867,538,130,,1069,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,Hospice facility,767,8540,1073,395,12,1456,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,Nursing home/long term care facility,2096,12520,853,393,15,2568,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,Other,408,8596,240,77,,572,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Maryland,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,Total - All Places of Death,13591,98144,10504,5450,220,18853,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,"Healthcare setting, inpatient",7540,31674,7559,4234,159,11018,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,"Healthcare setting, outpatient or emergency room",343,6501,270,79,10,541,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,"Healthcare setting, dead on arrival",15,827,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,Decedent's home,603,28831,644,152,20,1114,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,Hospice facility,93,4390,235,47,12,293,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,Nursing home/long term care facility,4593,19972,1635,879,18,5365,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,Other,404,5949,156,57,,504,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Massachusetts,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,Total - All Places of Death,18351,164896,16814,9371,291,26069,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,"Healthcare setting, inpatient",12733,49621,13284,8086,217,18135,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,"Healthcare setting, outpatient or emergency room",685,9718,644,259,14,1084,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,"Healthcare setting, dead on arrival",,239,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,Decedent's home,1478,62310,1160,376,21,2283,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,Hospice facility,556,12259,378,105,,832,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,Nursing home/long term care facility,2724,25064,1204,480,32,3477,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,Other,167,5653,141,64,,248,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Michigan,Place of death unknown,,32,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,Total - All Places of Death,7719,73324,6145,2694,156,11321,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,"Healthcare setting, inpatient",3347,18170,3679,1853,98,5268,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,"Healthcare setting, outpatient or emergency room",124,2506,117,38,,204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,"Healthcare setting, dead on arrival",,71,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,Decedent's home,730,24438,737,171,19,1315,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,Hospice facility,47,2253,114,17,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,Nursing home/long term care facility,3335,22139,1400,585,32,4180,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,Other,129,3693,96,29,,198,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Minnesota,Place of death unknown,,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,Total - All Places of Death,7629,56672,7410,4078,83,11034,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,"Healthcare setting, inpatient",5464,19077,5989,3494,61,8011,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,"Healthcare setting, outpatient or emergency room",393,4903,303,129,,575,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,"Healthcare setting, dead on arrival",,113,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,Decedent's home,559,19387,391,120,10,840,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,Hospice facility,94,2258,199,63,,231,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,Nursing home/long term care facility,1065,7384,495,263,,1298,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,Other,48,3544,31,,0,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Mississippi,Place of death unknown,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,Total - All Places of Death,11160,107717,9630,4903,217,16095,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,"Healthcare setting, inpatient",6929,32534,7129,3934,147,10265,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,"Healthcare setting, outpatient or emergency room",272,5934,230,74,11,439,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,"Healthcare setting, dead on arrival",0,73,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,Decedent's home,681,36395,722,214,19,1208,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,Hospice facility,126,4080,199,58,12,279,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,Nursing home/long term care facility,3056,23459,1271,593,22,3753,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,Other,96,5242,79,30,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Missouri,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,Total - All Places of Death,1645,16775,1431,782,38,2332,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,"Healthcare setting, inpatient",983,4965,1030,612,21,1422,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,"Healthcare setting, outpatient or emergency room",37,590,33,13,0,57,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,"Healthcare setting, dead on arrival",,17,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,Decedent's home,143,5925,116,33,,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,Hospice facility,27,644,46,22,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,Nursing home/long term care facility,447,3704,194,99,13,555,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,Other,,930,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Montana,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,Total - All Places of Death,2927,27578,2660,1217,56,4425,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,"Healthcare setting, inpatient",1752,8085,1825,965,37,2648,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,"Healthcare setting, outpatient or emergency room",72,1479,52,14,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,"Healthcare setting, dead on arrival",0,15,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,Decedent's home,195,7652,226,43,,382,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,Hospice facility,24,718,44,,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,Nursing home/long term care facility,734,6778,435,169,,1008,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,Other,150,2851,78,18,,214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nebraska,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,Total - All Places of Death,5778,45755,6742,4489,63,8092,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,"Healthcare setting, inpatient",4236,15388,5378,3607,39,6045,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,"Healthcare setting, outpatient or emergency room",201,3950,244,127,,323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,"Healthcare setting, dead on arrival",0,16,0,0,0,0,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,Decedent's home,471,15512,301,163,13,622,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,Hospice facility,585,5190,539,412,,716,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,Nursing home/long term care facility,219,3472,198,131,0,286,
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,Other,66,2225,82,49,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,Nevada,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,Total - All Places of Death,1346,19611,1225,396,37,2209,
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,"Healthcare setting, inpatient",530,4917,800,315,31,1044,
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,"Healthcare setting, outpatient or emergency room",23,808,23,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,"Healthcare setting, dead on arrival",,27,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,Decedent's home,90,7185,122,14,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,Hospice facility,13,781,27,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,Nursing home/long term care facility,657,4730,232,57,,833,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,Other,31,1156,20,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Hampshire,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Jersey,Total - All Places of Death,24589,134964,18239,12266,156,30702,
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Jersey,"Healthcare setting, inpatient",16649,49477,13843,9801,110,20790,
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Jersey,"Healthcare setting, outpatient or emergency room",688,7379,427,202,,919,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,06/19/2021,By Total,,,New Jersey,"Healthcare setting, dead on arrival",34,464,15,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
